Board,School,Level,GradeRange,Role,FirstName,LastName,Email,EmailSource,SchoolPhone,SchoolGeneralEmail,SchoolWebsite,Address,Notes,IsChristian
Edvance (OACS),Halton Hills Christian School,Elementary/Middle,Elementary,Principal,,,,,905-877-4221,office@hh-cs.org,https://www.haltonhillschristianschool.org,"11643 Trafalgar Rd., Georgetown, ON L7G 4S4 CA",Edvance member,true
Edvance (OACS),Halton Hills Christian School,Elementary/Middle,Elementary,Vice Principal,,,,,905-877-4221,office@hh-cs.org,https://www.haltonhillschristianschool.org,"11643 Trafalgar Rd., Georgetown, ON L7G 4S4 CA",Edvance member,true
Edvance (OACS),Hamilton District Christian High,High School,9-12,Principal,Duncan,Todd,,,905-648-6655,info@hdch.org,https://www.hdch.org,"92 Glancaster Rd. Ancaster, ON L9G 3K9 CA",Edvance member; web-research-2026,true
Edvance (OACS),Hamilton District Christian High,High School,9-12,Athletic Director,,,,,905-648-6655,info@hdch.org,https://www.hdch.org,"92 Glancaster Rd. Ancaster, ON L9G 3K9 CA",Edvance member,true
Edvance (OACS),Hamilton District Christian High,High School,9-12,Vice Principal,,,,,905-648-6655,info@hdch.org,https://www.hdch.org,"92 Glancaster Rd. Ancaster, ON L9G 3K9 CA",Edvance member,true
Edvance (OACS),Heritage Christian School - Lindsay,Elementary/Middle,Elementary,Principal,,,,,705-324-8363,office@hcslindsay.ca,https://www.hcslindsay.ca,"159 Colborne St. W. Lindsay, ON K9V 5Z8 CA",Edvance member,true
Edvance (OACS),Heritage Christian School - Lindsay,Elementary/Middle,Elementary,Vice Principal,,,,,705-324-8363,office@hcslindsay.ca,https://www.hcslindsay.ca,"159 Colborne St. W. Lindsay, ON K9V 5Z8 CA",Edvance member,true
Edvance (OACS),Heritage Community Christian School - Addison,K-12,K-12,Principal,,,,,613-498-4176,info@hccs.ca,https://www.hccs.ca,"7463 County Road 28 Addison, ON K0E 1A0 CA",Edvance member,true
Edvance (OACS),Heritage Community Christian School - Addison,K-12,K-12,Athletic Director,,,,,613-498-4176,info@hccs.ca,https://www.hccs.ca,"7463 County Road 28 Addison, ON K0E 1A0 CA",Edvance member,true
Edvance (OACS),Heritage Community Christian School - Addison,K-12,K-12,Vice Principal,,,,,613-498-4176,info@hccs.ca,https://www.hccs.ca,"7463 County Road 28 Addison, ON K0E 1A0 CA",Edvance member,true
Edvance (OACS),Huron Christian School,Elementary/Middle,Elementary,Principal,,,,,519-482-7851,office@huronchristianschool.ca,https://www.huronchristianschool.ca,"PO Box 658, 87 Percival St. Clinton, ON N0M 1L0 CA",Edvance member,true
Edvance (OACS),Huron Christian School,Elementary/Middle,Elementary,Vice Principal,,,,,519-482-7851,office@huronchristianschool.ca,https://www.huronchristianschool.ca,"PO Box 658, 87 Percival St. Clinton, ON N0M 1L0 CA",Edvance member,true
Edvance (OACS),Immanuel Christian School - Aylmer,Elementary/Middle,Elementary,Principal,,,,,519-914-3151,office@immanuelchristianschool.net,https://www.immanuelchristianschool.net,"75 Caverly Rd. Aylmer, ON N5H 2P6 CA",Edvance member,true
Edvance (OACS),Immanuel Christian School - Aylmer,Elementary/Middle,Elementary,Vice Principal,,,,,519-914-3151,office@immanuelchristianschool.net,https://www.immanuelchristianschool.net,"75 Caverly Rd. Aylmer, ON N5H 2P6 CA",Edvance member,true
Edvance (OACS),Immanuel Christian School - Oshawa,Elementary/Middle,Elementary,Principal,,,,,905-728-9071,office@immanuelschool.ca,https://www.immanuelschool.ca,"120 Glover's Road Oshawa, ON L1G 3X9 CA",Edvance member,true
Edvance (OACS),Immanuel Christian School - Oshawa,Elementary/Middle,Elementary,Vice Principal,,,,,905-728-9071,office@immanuelschool.ca,https://www.immanuelschool.ca,"120 Glover's Road Oshawa, ON L1G 3X9 CA",Edvance member,true
Edvance (OACS),Issachar Christian Academy,Elementary/Middle,Elementary,Principal,,,,,705-478-7662,info@issacharca.com,https://issacharca.com,"235-B Albert Avenue North Bay, ON P1B 7J6 CA",Edvance member,true
Edvance (OACS),Issachar Christian Academy,Elementary/Middle,Elementary,Vice Principal,,,,,705-478-7662,info@issacharca.com,https://issacharca.com,"235-B Albert Avenue North Bay, ON P1B 7J6 CA",Edvance member,true
Edvance (OACS),Jarvis Community Christian School,Elementary/Middle,Elementary,Principal,,,,,519-587-4444,info@jarvisccs.com,https://www.jarvisccs.com,"149 Talbot St E, PO Box 520 Jarvis, ON N0A 1J0 CA",Edvance member,true
Edvance (OACS),Jarvis Community Christian School,Elementary/Middle,Elementary,Vice Principal,,,,,519-587-4444,info@jarvisccs.com,https://www.jarvisccs.com,"149 Talbot St E, PO Box 520 Jarvis, ON N0A 1J0 CA",Edvance member,true
Edvance (OACS),John Knox Christian School,Elementary/Middle,Elementary,Principal,,,,,905-451-3236 X121,astraatsma@bramptonjkcs.org,https://www.bramptonjkcs.org,"82 McLaughlin Rd. S. Brampton, ON L6Y 2C7 CA",Edvance member,true
Edvance (OACS),John Knox Christian School,Elementary/Middle,Elementary,Principal,,,,,905-829-8048,gpetrusma@jkcs-oakville.ca,https://www.jkcs-oakville.ca,"2232 Sheridan Garden Dr. Oakville, ON L6J 7T1 CA",Edvance member,true
Edvance (OACS),John Knox Christian School,Elementary/Middle,Elementary,Vice Principal,,,,,905-451-3236 X121,astraatsma@bramptonjkcs.org,https://www.bramptonjkcs.org,"82 McLaughlin Rd. S. Brampton, ON L6Y 2C7 CA",Edvance member,true
Edvance (OACS),John Knox Christian School,Elementary/Middle,Elementary,Vice Principal,,,,,905-829-8048,gpetrusma@jkcs-oakville.ca,https://www.jkcs-oakville.ca,"2232 Sheridan Garden Dr. Oakville, ON L6J 7T1 CA",Edvance member,true
Edvance (OACS),John Knox Christian School - Wyoming,Elementary/Middle,Elementary,Principal,,,,,519-845-3112,info@wyomingjkcs.com,https://www.wyomingjkcs.com,"Box 81, 4738 Confederation Line Wyoming, ON N0N 1T0 CA",Edvance member,true
Edvance (OACS),John Knox Christian School - Wyoming,Elementary/Middle,Elementary,Vice Principal,,,,,519-845-3112,info@wyomingjkcs.com,https://www.wyomingjkcs.com,"Box 81, 4738 Confederation Line Wyoming, ON N0N 1T0 CA",Edvance member,true
Edvance (OACS),Jérôme Lejeune School,K-12,K-12,Principal,,,,,,info@edvance.ca,https://www.lejeuneschool.com,"1359 Chatelain Avenue Ottawa, ON K1Z 8A6 CA",Edvance member,true
Edvance (OACS),Jérôme Lejeune School,K-12,K-12,Athletic Director,,,,,,info@edvance.ca,https://www.lejeuneschool.com,"1359 Chatelain Avenue Ottawa, ON K1Z 8A6 CA",Edvance member,true
Edvance (OACS),Jérôme Lejeune School,K-12,K-12,Vice Principal,,,,,,info@edvance.ca,https://www.lejeuneschool.com,"1359 Chatelain Avenue Ottawa, ON K1Z 8A6 CA",Edvance member,true
Edvance (OACS),King Christian School,Elementary/Middle,Elementary,Principal,,,,,905-853-1881,office@kingchristian.ca,https://www.kingchristian.ca,"19740 Bathurst St. East Gwillimbury, ON L9N 0N5 CA",Edvance member,true
Edvance (OACS),King Christian School,Elementary/Middle,Elementary,Vice Principal,,,,,905-853-1881,office@kingchristian.ca,https://www.kingchristian.ca,"19740 Bathurst St. East Gwillimbury, ON L9N 0N5 CA",Edvance member,true
Edvance (OACS),King's Christian Collegiate,High School,9-12,Principal,,,,,905-257-5464,office@kingschristian.ca,https://www.kingschristian.ca,"528 Burnhamthorpe Rd W. Oakville, ON L6M 4K6 CA",Edvance member,true
Edvance (OACS),King's Christian Collegiate,High School,9-12,Athletic Director,,,,,905-257-5464,office@kingschristian.ca,https://www.kingschristian.ca,"528 Burnhamthorpe Rd W. Oakville, ON L6M 4K6 CA",Edvance member,true
Edvance (OACS),King's Christian Collegiate,High School,9-12,Vice Principal,,,,,905-257-5464,office@kingschristian.ca,https://www.kingschristian.ca,"528 Burnhamthorpe Rd W. Oakville, ON L6M 4K6 CA",Edvance member,true
Edvance (OACS),Kingston Christian School,Elementary/Middle,Elementary,Principal,,,,,613-384-9572,admin@kingstonchristianschool.ca,https://www.kingstonchristianschool.ca,"1212 Woodbine Rd. Kingston, ON K7L 4V2 CA",Edvance member,true
Edvance (OACS),Kingston Christian School,Elementary/Middle,Elementary,Vice Principal,,,,,613-384-9572,admin@kingstonchristianschool.ca,https://www.kingstonchristianschool.ca,"1212 Woodbine Rd. Kingston, ON K7L 4V2 CA",Edvance member,true
Edvance (OACS),Kleinburg Christian Academy,Elementary/Middle,Elementary,Principal,,,,,905-893-7211,office@kleinburgchristian.ca,https://www.kleinburgchristian.ca,"6950 Nashville Rd. Kleinburg, ON L0J 1C0 CA",Edvance member,true
Edvance (OACS),Kleinburg Christian Academy,Elementary/Middle,Elementary,Vice Principal,,,,,905-893-7211,office@kleinburgchristian.ca,https://www.kleinburgchristian.ca,"6950 Nashville Rd. Kleinburg, ON L0J 1C0 CA",Edvance member,true
Edvance (OACS),Knox Christian School,Elementary/Middle,Elementary,Principal,,,,,905-623-5871,office@knoxchristian.com,https://www.knoxchristian.com,"410 North Scugog Court Bowmanville, ON L1C 6T1 CA",Edvance member,true
Edvance (OACS),Knox Christian School,Elementary/Middle,Elementary,Vice Principal,,,,,905-623-5871,office@knoxchristian.com,https://www.knoxchristian.com,"410 North Scugog Court Bowmanville, ON L1C 6T1 CA",Edvance member,true
Edvance (OACS),Laurentian Hills Christian School,Elementary/Middle,Elementary,Principal,,,,,519-576-6700,mjgrift@lhcs.net,https://www.lhcs.net,"11 Laurentian Dr. Kitchener, ON N2E 1C1 CA",Edvance member,true
Edvance (OACS),Laurentian Hills Christian School,Elementary/Middle,Elementary,Vice Principal,,,,,519-576-6700,mjgrift@lhcs.net,https://www.lhcs.net,"11 Laurentian Dr. Kitchener, ON N2E 1C1 CA",Edvance member,true
Edvance (OACS),Listowel Christian School,Elementary/Middle,Elementary,Principal,,,,,519-291-3086,office@listowelchristianschool.ca,https://www.listowelchristianschool.ca,"305 Binning Street West Listowel, ON N4W 1G4 CA",Edvance member,true
Edvance (OACS),Listowel Christian School,Elementary/Middle,Elementary,Vice Principal,,,,,519-291-3086,office@listowelchristianschool.ca,https://www.listowelchristianschool.ca,"305 Binning Street West Listowel, ON N4W 1G4 CA",Edvance member,true
Edvance (OACS),London Christian Academy,Elementary/Middle,Elementary,Principal,,,,,519-473-3332,office@londonchristianacademy.ca,https://www.londonchristianacademy.ca,"85 Charles Street London, ON N6H 1H1 CA",Edvance member,true
Edvance (OACS),London Christian Academy,Elementary/Middle,Elementary,Vice Principal,,,,,519-473-3332,office@londonchristianacademy.ca,https://www.londonchristianacademy.ca,"85 Charles Street London, ON N6H 1H1 CA",Edvance member,true
Edvance (OACS),London Christian Elementary School,Elementary/Middle,Elementary,Principal,,,,,519-455-0360,info@londonchristian.ca,https://www.londonchristian.ca,"202 Clarke Rd. London, ON N5W 5E4 CA",Edvance member,true
Edvance (OACS),London Christian Elementary School,Elementary/Middle,Elementary,Vice Principal,,,,,519-455-0360,info@londonchristian.ca,https://www.londonchristian.ca,"202 Clarke Rd. London, ON N5W 5E4 CA",Edvance member,true
Edvance (OACS),London Christian High,High School,9-12,Principal,,,,,519-455-4360,office@lchonline.ca,https://www.londonchristianhigh.ca,"24 Braesyde Ave. London, ON N5W 1V3 CA",Edvance member,true
Edvance (OACS),London Christian High,High School,9-12,Athletic Director,,,,,519-455-4360,office@lchonline.ca,https://www.londonchristianhigh.ca,"24 Braesyde Ave. London, ON N5W 1V3 CA",Edvance member,true
Edvance (OACS),London Christian High,High School,9-12,Vice Principal,,,,,519-455-4360,office@lchonline.ca,https://www.londonchristianhigh.ca,"24 Braesyde Ave. London, ON N5W 1V3 CA",Edvance member,true
Edvance (OACS),Maranatha Christian Academy,K-12,K-12,Principal,,,,,519-966-7424,wkogel@maranathachristian.ca,https://www.maranathachristian.ca,"939 Northwood St. Windsor, ON N9E 1A2 CA",Edvance member,true
Edvance (OACS),Maranatha Christian Academy,K-12,K-12,Athletic Director,,,,,519-966-7424,wkogel@maranathachristian.ca,https://www.maranathachristian.ca,"939 Northwood St. Windsor, ON N9E 1A2 CA",Edvance member,true
Edvance (OACS),Maranatha Christian Academy,K-12,K-12,Vice Principal,,,,,519-966-7424,wkogel@maranathachristian.ca,https://www.maranathachristian.ca,"939 Northwood St. Windsor, ON N9E 1A2 CA",Edvance member,true
Edvance (OACS),Milton Christian School,Elementary/Middle,Elementary,Principal,,,,,905-878-0550,administration@miltonchristianschool.com,https://www.miltonchristianschool.com,"45 Bruce Street Milton, ON L9T 2L5 CA",Edvance member,true
Edvance (OACS),Milton Christian School,Elementary/Middle,Elementary,Vice Principal,,,,,905-878-0550,administration@miltonchristianschool.com,https://www.miltonchristianschool.com,"45 Bruce Street Milton, ON L9T 2L5 CA",Edvance member,true
Edvance (OACS),Mississauga Christian Academy,Elementary/Middle,Elementary,Principal,,,,,905-826-4114,mcaoffice@mcalearn.com,https://www.mcalearn.com,"2720 Gananoque Drive Mississauga, ON L5N 2R2 CA",Edvance member,true
Edvance (OACS),Mississauga Christian Academy,Elementary/Middle,Elementary,Vice Principal,,,,,905-826-4114,mcaoffice@mcalearn.com,https://www.mcalearn.com,"2720 Gananoque Drive Mississauga, ON L5N 2R2 CA",Edvance member,true
Edvance (OACS),Muskoka Christian School,K-12,K-12,Principal,,,,,705-385-2847,office@muskokachristianschool.com,https://www.muskokachristianschool.com,"370 South Mary Lake Rd Port Sydney, ON P0B 1L0 CA",Edvance member,true
Edvance (OACS),Muskoka Christian School,K-12,K-12,Athletic Director,,,,,705-385-2847,office@muskokachristianschool.com,https://www.muskokachristianschool.com,"370 South Mary Lake Rd Port Sydney, ON P0B 1L0 CA",Edvance member,true
Edvance (OACS),Muskoka Christian School,K-12,K-12,Vice Principal,,,,,705-385-2847,office@muskokachristianschool.com,https://www.muskokachristianschool.com,"370 South Mary Lake Rd Port Sydney, ON P0B 1L0 CA",Edvance member,true
Edvance (OACS),Niagara Christian Collegiate,High School,9-12,Principal,,,,,905-871-6980,mcampbell@niagaracc.com,https://www.niagaracc.com,"2619 Niagara Pkwy Fort Erie, ON L2A 5M4 CA",Edvance member,true
Edvance (OACS),Niagara Christian Collegiate,High School,9-12,Athletic Director,,,,,905-871-6980,mcampbell@niagaracc.com,https://www.niagaracc.com,"2619 Niagara Pkwy Fort Erie, ON L2A 5M4 CA",Edvance member,true
Edvance (OACS),Niagara Christian Collegiate,High School,9-12,Vice Principal,,,,,905-871-6980,mcampbell@niagaracc.com,https://www.niagaracc.com,"2619 Niagara Pkwy Fort Erie, ON L2A 5M4 CA",Edvance member,true
Edvance (OACS),Nimbus Christian Education,K-12,K-12,Principal,,,,,289-678-1721,office@nimbuseducation.ca,https://nimbuseducation.ca/,"Online, ON CA",Edvance member,true
Edvance (OACS),Nimbus Christian Education,K-12,K-12,Athletic Director,,,,,289-678-1721,office@nimbuseducation.ca,https://nimbuseducation.ca/,"Online, ON CA",Edvance member,true
Edvance (OACS),Nimbus Christian Education,K-12,K-12,Vice Principal,,,,,289-678-1721,office@nimbuseducation.ca,https://nimbuseducation.ca/,"Online, ON CA",Edvance member,true
Edvance (OACS),North Toronto Christian School,K-12,K-12,Principal,,,,,416-491-7667,nbrouwer@ntcs.on.ca,https://www.ntcs.on.ca,"255 Yorkland Blvd North York, ON M2J 1S3 CA",Edvance member,true
Edvance (OACS),North Toronto Christian School,K-12,K-12,Athletic Director,,,,,416-491-7667,nbrouwer@ntcs.on.ca,https://www.ntcs.on.ca,"255 Yorkland Blvd North York, ON M2J 1S3 CA",Edvance member,true
Edvance (OACS),North Toronto Christian School,K-12,K-12,Vice Principal,,,,,416-491-7667,nbrouwer@ntcs.on.ca,https://www.ntcs.on.ca,"255 Yorkland Blvd North York, ON M2J 1S3 CA",Edvance member,true
Edvance (OACS),Northumberland Christian School,Elementary/Middle,Elementary,Principal,,,,,905-372-8766,office@northumberlandchristian.ca,https://northumberlandchristian.ca,"8861 Danforth Rd East Cobourg, ON K9A 4J8 CA",Edvance member,true
Edvance (OACS),Northumberland Christian School,Elementary/Middle,Elementary,Vice Principal,,,,,905-372-8766,office@northumberlandchristian.ca,https://northumberlandchristian.ca,"8861 Danforth Rd East Cobourg, ON K9A 4J8 CA",Edvance member,true
Edvance (OACS),Oakville Christian School,Elementary/Middle,Elementary,Principal,,,,,905-825-1247,jkennedy@oakvillechristianschool.com,https://www.oakvillechristianschool.com,"112 Third Line, Oakville, ON L6L 3Z6 CA",Edvance member,true
Edvance (OACS),Oakville Christian School,Elementary/Middle,Elementary,Vice Principal,,,,,905-825-1247,jkennedy@oakvillechristianschool.com,https://www.oakvillechristianschool.com,"112 Third Line, Oakville, ON L6L 3Z6 CA",Edvance member,true
Edvance (OACS),Orangeville Christian School,Elementary/Middle,Elementary,Principal,,,,,519-941-3381,information@orangevillechristianschool.com,https://www.orangevillechristianschool.com,"P.O. Box 176, 553281 County Rd 16 Orangeville, ON L9W 2Z6 CA",Edvance member,true
Edvance (OACS),Orangeville Christian School,Elementary/Middle,Elementary,Vice Principal,,,,,519-941-3381,information@orangevillechristianschool.com,https://www.orangevillechristianschool.com,"P.O. Box 176, 553281 County Rd 16 Orangeville, ON L9W 2Z6 CA",Edvance member,true
Edvance (OACS),Orillia Christian School,Elementary/Middle,Elementary,Principal,,,,,705-326-0532,office@orilliachristianschool.com,https://www.orilliachristianschool.com,"Box 862, 505 Gill Street Orillia, ON L3V 6K8 CA",Edvance member,true
Edvance (OACS),Orillia Christian School,Elementary/Middle,Elementary,Vice Principal,,,,,705-326-0532,office@orilliachristianschool.com,https://www.orilliachristianschool.com,"Box 862, 505 Gill Street Orillia, ON L3V 6K8 CA",Edvance member,true
Edvance (OACS),Ottawa Christian School,Elementary/Middle,Elementary,Principal,,,,,613-825-3000,info@ocschool.org,https://www.ocschool.org,"255 Tartan Drive Ottawa, ON K2J 3T1 CA",Edvance member,true
Edvance (OACS),Ottawa Christian School,Elementary/Middle,Elementary,Vice Principal,,,,,613-825-3000,info@ocschool.org,https://www.ocschool.org,"255 Tartan Drive Ottawa, ON K2J 3T1 CA",Edvance member,true
Edvance (OACS),Pickering Christian School,Elementary/Middle,Elementary,Principal,,,,,905-427-3120,office@pickeringcs.on.ca,https://www.pickeringcs.on.ca,"162 Rossland Road East Ajax, ON L1T 4V2 CA",Edvance member,true
Edvance (OACS),Pickering Christian School,Elementary/Middle,Elementary,Vice Principal,,,,,905-427-3120,office@pickeringcs.on.ca,https://www.pickeringcs.on.ca,"162 Rossland Road East Ajax, ON L1T 4V2 CA",Edvance member,true
Edvance (OACS),Plattsville Christian School,Elementary/Middle,Elementary,Principal,,,,,(519) 684-7531,plattsvillechristian@gmail.com,https://www.plattsvillechristianschool.com,"19 Albert St Plattsville, ON N0J1S0 CA",Edvance member,true
Edvance (OACS),Plattsville Christian School,Elementary/Middle,Elementary,Vice Principal,,,,,(519) 684-7531,plattsvillechristian@gmail.com,https://www.plattsvillechristianschool.com,"19 Albert St Plattsville, ON N0J1S0 CA",Edvance member,true
Edvance (OACS),Providence Christian School,Elementary/Middle,Elementary,Principal,,,,,905-627-1411,office@providencecs.ca,https://www.providencecs.ca,"542 Ofield Rd. N., RR #2 Dundas, ON L9H 5E2 CA",Edvance member,true
Edvance (OACS),Providence Christian School,Elementary/Middle,Elementary,Vice Principal,,,,,905-627-1411,office@providencecs.ca,https://www.providencecs.ca,"542 Ofield Rd. N., RR #2 Dundas, ON L9H 5E2 CA",Edvance member,true
Edvance (OACS),Quinte Christian High School,K-12,K-12,Principal,,,,,613-968-7870,admin@qchs.ca,https://qrcs.ca/,"138 Wallbridge-Loyalist Road Belleville, ON K8N 4Z2 CA",Edvance member,true
Edvance (OACS),Quinte Christian High School,K-12,K-12,Athletic Director,,,,,613-968-7870,admin@qchs.ca,https://qrcs.ca/,"138 Wallbridge-Loyalist Road Belleville, ON K8N 4Z2 CA",Edvance member,true
Edvance (OACS),Quinte Christian High School,K-12,K-12,Vice Principal,,,,,613-968-7870,admin@qchs.ca,https://qrcs.ca/,"138 Wallbridge-Loyalist Road Belleville, ON K8N 4Z2 CA",Edvance member,true
Edvance (OACS),Redeemer Christian High School,High School,9-12,Principal,,,,,613-723-9262,info@rchs.on.ca,https://www.rchs.on.ca,"82 Colonnade Rd. N. Ottawa, ON K2E 7L2 CA",Edvance member,true
Edvance (OACS),Redeemer Christian High School,High School,9-12,Athletic Director,,,,,613-723-9262,info@rchs.on.ca,https://www.rchs.on.ca,"82 Colonnade Rd. N. Ottawa, ON K2E 7L2 CA",Edvance member,true
Edvance (OACS),Redeemer Christian High School,High School,9-12,Vice Principal,,,,,613-723-9262,info@rchs.on.ca,https://www.rchs.on.ca,"82 Colonnade Rd. N. Ottawa, ON K2E 7L2 CA",Edvance member,true
Edvance (OACS),Rehoboth Christian School,K-12,K-12,Principal,,,,,905-627-5977,office@rehoboth.on.ca,https://rehoboth.on.ca,"198 Inksetter Rd Copetown, ON L0R 1J0 CA",Edvance member,true
Edvance (OACS),Rehoboth Christian School,K-12,K-12,Athletic Director,,,,,905-627-5977,office@rehoboth.on.ca,https://rehoboth.on.ca,"198 Inksetter Rd Copetown, ON L0R 1J0 CA",Edvance member,true
Edvance (OACS),Rehoboth Christian School,K-12,K-12,Vice Principal,,,,,905-627-5977,office@rehoboth.on.ca,https://rehoboth.on.ca,"198 Inksetter Rd Copetown, ON L0R 1J0 CA",Edvance member,true
Edvance (OACS),Rhema Christian School,Elementary/Middle,Elementary,Principal,,,,,705-743-1400,office@rhema.ca,https://www.rhema.ca,"29 County Rd. 4 Peterborough, ON K9L 1B8 CA",Edvance member,true
Edvance (OACS),Rhema Christian School,Elementary/Middle,Elementary,Vice Principal,,,,,705-743-1400,office@rhema.ca,https://www.rhema.ca,"29 County Rd. 4 Peterborough, ON K9L 1B8 CA",Edvance member,true
Edvance (OACS),Sarnia Christian School,Elementary/Middle,Elementary,Principal,,,,,519-383-7750,info@sarniachristian.com,https://www.sarniachristian.com,"1273 Exmouth St. Sarnia, ON N7S 1W9 CA",Edvance member,true
Edvance (OACS),Sarnia Christian School,Elementary/Middle,Elementary,Vice Principal,,,,,519-383-7750,info@sarniachristian.com,https://www.sarniachristian.com,"1273 Exmouth St. Sarnia, ON N7S 1W9 CA",Edvance member,true
Edvance (OACS),Smithville Christian High School,High School,9-12,Principal,Linda,Delean,,,905-957-3255,office@smithvillechristian.ca,https://www.smithvillechristian.ca,"6488 Townline Road P.O. Box 40 P.O. Box 40 Smithville, ON L0R 2A0 CA",Edvance member; web-research-2026,true
Edvance (OACS),Smithville Christian High School,High School,9-12,Athletic Director,,,,,905-957-3255,office@smithvillechristian.ca,https://www.smithvillechristian.ca,"6488 Townline Road P.O. Box 40 P.O. Box 40 Smithville, ON L0R 2A0 CA",Edvance member,true
Edvance (OACS),Smithville Christian High School,High School,9-12,Vice Principal,Tim,Selles,,,905-957-3255,office@smithvillechristian.ca,https://www.smithvillechristian.ca,"6488 Townline Road P.O. Box 40 P.O. Box 40 Smithville, ON L0R 2A0 CA",Edvance member; web-research-2026,true
Edvance (OACS),Smithville Christian High School,High School,9-12,Vice Principal,Lisa,Doyle,,,905-957-3255,office@smithvillechristian.ca,https://www.smithvillechristian.ca,"6488 Townline Road P.O. Box 40 P.O. Box 40 Smithville, ON L0R 2A0 CA",Edvance member; web-research-2026,true
Edvance (OACS),Solid Foundations School,Elementary/Middle,Elementary,Principal,,,,,519-424-7233,board@sfschool.ca,https://www.sfschool.ca,"640 Main St. South Burgessville, ON N0J 1C0 CA",Edvance member,true
Edvance (OACS),Solid Foundations School,Elementary/Middle,Elementary,Vice Principal,,,,,519-424-7233,board@sfschool.ca,https://www.sfschool.ca,"640 Main St. South Burgessville, ON N0J 1C0 CA",Edvance member,true
Edvance (OACS),Sonrise Christian Academy,Elementary/Middle,Elementary,Principal,,,,,613-476-7883,office@sonrisechristianacademy.com,https://www.sonrisechristianacademy.com,"58 Johnson St., Picton, ON K0K 2T0 CA",Edvance member,true
Edvance (OACS),Sonrise Christian Academy,Elementary/Middle,Elementary,Vice Principal,,,,,613-476-7883,office@sonrisechristianacademy.com,https://www.sonrisechristianacademy.com,"58 Johnson St., Picton, ON K0K 2T0 CA",Edvance member,true
Edvance (OACS),South Shore Christian School,Elementary/Middle,Elementary,Principal,,,,,(519) 819-2202,southshorechristianschool@gmail.com,https://southshorecs.ca,"134 Mill Street East Leamington, ON N8H 1S6 CA",Edvance member,true
Edvance (OACS),South Shore Christian School,Elementary/Middle,Elementary,Vice Principal,,,,,(519) 819-2202,southshorechristianschool@gmail.com,https://southshorecs.ca,"134 Mill Street East Leamington, ON N8H 1S6 CA",Edvance member,true
Edvance (OACS),St. Thomas Community Christian School,K-12,K-12,Principal,,,,,519-633-0690,info@stthomaschristian.org,https://www.stthomaschristian.org,"77 Fairview Ave. St. Thomas, ON N5R 4X7 CA",Edvance member,true
Edvance (OACS),St. Thomas Community Christian School,K-12,K-12,Athletic Director,,,,,519-633-0690,info@stthomaschristian.org,https://www.stthomaschristian.org,"77 Fairview Ave. St. Thomas, ON N5R 4X7 CA",Edvance member,true
Edvance (OACS),St. Thomas Community Christian School,K-12,K-12,Vice Principal,,,,,519-633-0690,info@stthomaschristian.org,https://www.stthomaschristian.org,"77 Fairview Ave. St. Thomas, ON N5R 4X7 CA",Edvance member,true
Edvance (OACS),St. Timothy's Classical Academy,Elementary/Middle,Elementary,Principal,,,,,613-794-1750,administrator@st-timothys.ca,https://www.st-timothys.ca,"1061 Pinecrest Road, Annex Ottawa, ON K2B 6B7 CA",Edvance member,true
Edvance (OACS),St. Timothy's Classical Academy,Elementary/Middle,Elementary,Vice Principal,,,,,613-794-1750,administrator@st-timothys.ca,https://www.st-timothys.ca,"1061 Pinecrest Road, Annex Ottawa, ON K2B 6B7 CA",Edvance member,true
Edvance (OACS),Stratford & District Christian School,Elementary/Middle,Elementary,Principal,,,,,519-271-0051,sdcsoffice@sdcs.on.ca,https://www.sdcs.on.ca,"190 Queensland Rd. Stratford, ON N4Z 0A3 CA",Edvance member,true
Edvance (OACS),Stratford & District Christian School,Elementary/Middle,Elementary,Vice Principal,,,,,519-271-0051,sdcsoffice@sdcs.on.ca,https://www.sdcs.on.ca,"190 Queensland Rd. Stratford, ON N4Z 0A3 CA",Edvance member,true
Edvance (OACS),Strathroy Community Christian School,Elementary/Middle,Elementary,Principal,,,,,519-245-1934,office@sccs.ca,https://www.sccs.ca,"7880 Walkers Dr. Strathroy, ON N7G 3H4 CA",Edvance member,true
Edvance (OACS),Strathroy Community Christian School,Elementary/Middle,Elementary,Vice Principal,,,,,519-245-1934,office@sccs.ca,https://www.sccs.ca,"7880 Walkers Dr. Strathroy, ON N7G 3H4 CA",Edvance member,true
Edvance (OACS),Sudbury Christian Academy,Elementary/Middle,Elementary,Principal,,,,,(705) 522-1649,reception@scacademy.ca,https://www.scacademy.ca,"1096 Dublin Street Sudbury, ON P3A1R6 CA",Edvance member,true
Edvance (OACS),Sudbury Christian Academy,Elementary/Middle,Elementary,Vice Principal,,,,,(705) 522-1649,reception@scacademy.ca,https://www.scacademy.ca,"1096 Dublin Street Sudbury, ON P3A1R6 CA",Edvance member,true
Edvance (OACS),TDChristian High School,High School,9-12,Principal,William,Groot,,,905-851-1772,info@tdchristian.ca,https://www.tdchristian.ca,"377 Woodbridge Ave. Woodbridge, ON L4L 2V7 CA",Edvance member; web-research-2026,true
Edvance (OACS),TDChristian High School,High School,9-12,Athletic Director,,,,,905-851-1772,info@tdchristian.ca,https://www.tdchristian.ca,"377 Woodbridge Ave. Woodbridge, ON L4L 2V7 CA",Edvance member,true
